usd_cleaning_fee,f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_reviews_per_month,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,55,NA,2,1,80,1,1,0.16,0,10,1,185,0.16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,55,13917837,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,200,100,6,1,100,2,1,0.2,0,3,2,292,0.2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,200,11558570,Hackney,flexible,Entire home/apt,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,50,60,2,1,100,2,1,0.57,0,1,1,104,0.57,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,50,15752909,Hackney,flexible,Private room,Apartment
50,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,140,100,6,1,NA,0,1,NA,0,7,3,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,140,9970425,Hackney,strict,Entire home/apt,Apartment
68,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,95,100,4,1,90,3,2,0.73,15,1,2,123,0.73,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,95,7102206,Hackney,moderate,Entire home/apt,Apartment
20,Apartment,Private room,Private,strict,Real Bed,Hackney,28,90,2,1,80,5,1,0.17,10,2,1,883,0.17,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,28,3301186,Hackney,strict,Private room,Apartment
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,77,100,3,1,87,9,1,0.36,0,3,2,755,0.36,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,77,5005154,Hackney,strict,Entire home/apt,Apartment
85,House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,120,100,4,1,100,1,4,0.22,15,3,2,136,0.22,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,120,15090833,Hackney,moderate,Entire home/apt,House
NA,Apartment,Private room,Private,strict,Real Bed,Hackney,24,NA,2,1,NA,0,1,NA,0,6,1,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,24,15228828,Hackney,strict,Private room,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,41,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,41,9461674,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,55,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,55,3039177,Hackney,flexible,Private room,Apartment
NA,House,Private room,Private,moderate,Real Bed,Hackney,30,NA,2,1.5,100,1,1,0.11,0,1,1,271,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,30,4743124,Hackney,moderate,Private room,House
73,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,89,100,6,1,94,25,2,3.91,15,2,3,191,3.91,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,89,14442447,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,99,100,3,1,96,15,1,0.78,0,4,1,579,0.78,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,99,7102440,Hackney,moderate,Entire home/apt,Apartment
14,Apartment,Private room,Private,moderate,Real Bed,Hackney,35,100,3,1.5,92,45,1,1.63,15,2,1,825,1.63,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,35,4480991,Hackney,moderate,Private room,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,40,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,40,7091215,Hackney,flexible,Private room,Apartment
20,Apartment,Private room,Private,flexible,Real Bed,Hackney,62,NA,2,0.5,100,1,1,0.15,20,2,1,195,0.15,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,62,14311410,Hackney,flexible,Private room,Apartment
NA,House,Private room,Private,strict,Couch,Hackney,36,100,2,2,NA,0,1,NA,0,4,1,NA,NA,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,36,16154894,Hackney,strict,Private room,House
NA,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,180,71,6,1,100,1,1,0.27,0,4,3,111,0.27,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,180,15491098,Hackney,flexible,Entire home/apt,Apartment
25,Apartment,Private room,Private,strict,Real Bed,Hackney,30,NA,2,1,NA,0,1,NA,0,7,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,30,13255878,Hackney,strict,Private room,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,20,2,1,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,45,15082352,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,40,100,3,1,100,1,2,1,15,1,2,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,40,17048462,Hackney,moderate,Private room,Apartment
20,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100,100,2,2,100,5,1,0.39,0,2,2,384,0.39,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100,3170511,Hackney,strict,Entire home/apt,Apartment
NA,House,Private room,Private,flexible,Real Bed,Hackney,40,100,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,17326290,Hackney,flexible,Private room,House
30,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,115,NA,2,1,97,13,2,0.49,30,4,1,795,0.49,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,115,4011297,Hackney,moderate,Entire home/apt,Apartment
65,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,200,79,8,2,70,2,1,0.07,0,3,4,843,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,200,2761637,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,75,100,2,2,100,6,1,1.12,0,2,1,160,1.12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,75,15090957,Hackney,flexible,Private room,Apartment
NA,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,90,0,2,1,96,22,2,0.57,0,5,1,1155,0.57,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,90,1204627,Hackney,moderate,Entire home/apt,Apartment
15,Apartment,Private room,Private,strict,Real Bed,Hackney,68,100,2,1,NA,0,1,NA,15,1,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,68,6840732,Hackney,strict,Private room,Apartment
NA,House,Private room,Private,flexible,Real Bed,Hackney,35,88,1,5,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35,11435877,Hackney,flexible,Private room,House
50,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,120,100,4,1,100,3,3,0.45,25,1,2,199,0.45,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,120,13918696,Hackney,moderate,Entire home/apt,Apartment
NA,House,Private room,Private,flexible,Real Bed,Hackney,35,NA,2,2,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,35,9855491,Hackney,flexible,Private room,House
30,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,120,0,2,1,NA,0,1,NA,15,1,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,120,4088325,Hackney,flexible,Entire home/apt,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,50,NA,2,1,NA,1,1,0.1,0,1,1,310,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,50,11821609,Hackney,flexible,Private room,Apartment
5,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,45,100,2,1,93,9,1,1.22,15,3,1,220,1.22,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,45,13509613,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,40,NA,1,1,NA,0,1,NA,20,3,1,NA,NA,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,6316596,Hackney,flexible,Private room,Apartment
10,House,Private room,Private,flexible,Real Bed,Hackney,40,90,2,2,100,2,1,0.38,0,1,1,159,0.38,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,40,15091057,Hackney,flexible,Private room,House
20,Apartment,Private room,Private,moderate,Real Bed,Hackney,50,NA,2,1,100,3,1,0.15,5,1,1,590,0.15,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,50,7234156,Hackney,moderate,Private room,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,24,100,1,1,NA,0,1,NA,0,10,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,24,16759578,Hackney,flexible,Private room,Apartment
NA,House,Private room,Private,flexible,Real Bed,Hackney,70,88,2,8,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,70,12870312,Hackney,flexible,Private room,House
40,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,125,100,5,1,87,3,1,0.14,0,3,3,644,0.14,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,125,5530436,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,40,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,11122247,Hackney,flexible,Private room,Apartment
50,House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,150,100,5,1.5,100,1,4,0.47,25,3,3,63,0.47,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,150,13132630,Hackney,strict,Entire home/apt,House
10,Apartment,Private room,Private,moderate,Real Bed,Hackney,60,NA,1,1,NA,0,1,NA,0,4,1,NA,NA,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,60,7277469,Hackney,moderate,Private room,Apartment
25,House,Private room,Private,flexible,Real Bed,Hackney,50,NA,2,1,NA,0,1,NA,0,4,1,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50,13656953,Hackney,flexible,Private room,House
40,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,99,NA,4,1,87,3,1,0.17,0,5,2,523,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,99,7365502,Hackney,strict,Entire home/apt,Apartment
NA,House,Private room,Private,flexible,Real Bed,Hackney,55,100,2,1,NA,0,1,NA,0,2,1,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,55,16497480,Hackney,flexible,Private room,House
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,46,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,11297726,Hackney,flexible,Private room,Apartment
10,Apartment,Private room,Private,moderate,Real Bed,Hackney,35,100,2,1,90,20,1,1.41,10,1,1,426,1.41,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,9069625,Hackney,moderate,Private room,Apartment
20,Apartment,Private room,Private,flexible,Real Bed,Hackney,35,100,2,1,100,1,1,0.19,20,1,1,156,0.19,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,9657200,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,6841494,Hackney,flexible,Private room,Apartment
12,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,52,100,2,1,94,62,1,2.26,18,2,1,821,2.26,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,52,4482189,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,120,100,4,1,NA,0,1,NA,0,4,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,15738037,Hackney,strict,Entire home/apt,Apartment
30,Apartment,Private room,Private,flexible,Real Bed,Hackney,50,NA,1,1.5,100,1,1,0.08,60,1,1,357,0.08,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,50,11429067,Hackney,flexible,Private room,Apartment
10,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,86,NA,2,1,100,3,1,0.21,0,4,1,427,0.21,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,86,1189065,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,Private,moderate,Real Bed,Hackney,25,NA,2,1,NA,0,1,NA,0,7,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,13919450,Hackney,moderate,Private room,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,27,NA,2,2,80,1,1,0.07,10,2,1,411,0.07,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,27,10110483,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,50,67,2,1.5,90,2,1,0.25,0,1,1,241,0.25,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,50,12323069,Hackney,flexible,Private room,Apartment
35,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,135,100,3,1,94,57,2,1.05,15,2,1,1629,1.05,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,135,550146,Hackney,strict,Entire home/apt,Apartment
25,Apartment,Private room,Private,strict,Real Bed,Hackney,38,100,2,1,87,24,1,0.55,25,5,1,1320,0.55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,38,594141,Hackney,strict,Private room,Apartment
NA,House,Private room,Private,flexible,Real Bed,Hackney,55,NA,2,1,NA,0,1,NA,0,1,1,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,55,4744578,Hackney,flexible,Private room,House
15,Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,75,NA,4,1,80,15,1,0.82,0,1,2,551,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,75,7868661,Hackney,flexible,Entire home/apt,Apartment
5,Apartment,Private room,Private,flexible,Real Bed,Hackney,33,100,2,1,100,3,1,0.37,10,1,1,245,0.37,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,33,13133254,Hackney,flexible,Private room,Apartment
NA,House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,49,70,2,1,95,14,2,0.36,20,4,1,1160,0.36,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,49,1999411,Hackney,moderate,Entire home/apt,House
NA,House,Private room,Private,flexible,Real Bed,Hackney,80,50,3,1,NA,0,1,NA,0,2,2,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,80,14304842,Hackney,flexible,Private room,House
25,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,84,100,2,1,96,20,1,0.29,10,7,1,2055,0.29,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,84,157227,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Private room,Private,flexible,Real Bed,Hackney,24,88,1,1,80,1,1,0.36,0,1,1,82,0.36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,24,16255933,Hackney,flexible,Private room,Apartment
30,Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,110,100,3,1,100,1,2,0.11,20,2,2,283,0.11,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,110,12338809,Hackney,moderate,Entire home/apt,Apartment
20,House,Private room,Private,strict,Real Bed,Hackney,40,100,4,2,89,26,2,0.99,12,2,2,789,0.99,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,40,4744827,Hackney,strict,Private room,House
NA,House,Private room,Private,strict,Real Bed,Hackney,35,NA,1,2,100,1,1,0.06,0,3,1,538,0.06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,35,7825003,Hackney,strict,Private room,House
80,House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,200,100,6,1,NA,0,1,NA,0,5,3,NA,NA,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,200,13657746,Hackney,flexible,Entire home/apt,House
15,Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,80,NA,2,1,84,5,1,0.28,0,6,1,529,0.28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,80,7497445,Hackney,strict,Entire home/apt,Apartment
